custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,id
28.0,admin.,single,high.school,no,no,no,cellular,jun,,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999.0,0,1,7595
58.0,retired,divorced,high.school,no,no,no,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.829,5076.2,999.0,2,1,7596
,admin.,married,,no,yes,yes,cellular,apr,thu,5,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,1,7597
41.0,services,married,,no,unknown,unknown,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,999.0,0,1,7598
38.0,technician,single,professional.course,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,999.0,2,1,7599
62.0,retired,married,professional.course,no,yes,no,cellular,aug,tue,3,6,1,success,-2.9,92.201,-31.4,0.838,5076.2,0.2,4,1,7600
,admin.,single,high.school,no,no,no,cellular,jul,tue,2,3,3,success,-1.7,94.215,-40.3,0.835,4991.6,0.1,12,1,7601
,student,single,unknown,no,yes,no,cellular,mar,tue,1,9,1,success,-1.8,93.369,-34.8,0.637,5008.7,0.3,2,1,7602
42.0,blue-collar,married,professional.course,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,999.0,0,1,7603
32.0,admin.,married,,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,999.0,0,1,7604
30.0,technician,married,professional.course,no,yes,no,cellular,oct,mon,1,6,1,success,-1.1,94.601,-49.5,1.032,4963.6,0.2,2,1,7605
33.0,services,married,,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999.0,0,1,7606
,student,single,university.degree,no,no,no,cellular,jul,tue,2,13,2,failure,-2.9,92.469,-33.6,0.908,5076.2,0.433333333,8,1,7607
,management,married,university.degree,no,yes,no,cellular,oct,,3,3,3,success,-1.1,94.601,-49.5,1.025,4963.6,0.1,9,1,7608
33.0,management,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999.0,0,1,7609
50.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,1,7610
23.0,admin.,single,university.degree,no,no,no,cellular,sep,thu,3,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,999.0,0,1,7611
25.0,services,single,high.school,no,no,no,cellular,may,thu,5,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,1,7612
35.0,management,married,university.degree,no,unknown,unknown,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,1,7613
42.0,services,divorced,high.school,no,yes,yes,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,999.0,2,1,7614
56.0,technician,married,basic.4y,no,no,no,cellular,oct,thu,1,6,1,success,-3.4,92.431,-26.9,0.733,5017.5,0.2,1,1,7615
,blue-collar,married,,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,7616
50.0,blue-collar,married,,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999.0,0,1,7617
36.0,self-employed,single,,no,no,no,cellular,oct,fri,1,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,999.0,0,1,7618
47.0,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,1,7619
38.0,blue-collar,single,high.school,no,no,no,telephone,mar,tue,3,6,2,success,-1.8,93.369,-34.8,0.652,5008.7,0.2,2,1,7620
20.0,student,single,,no,yes,yes,cellular,apr,tue,4,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,0.2,5,1,7621
31.0,technician,single,basic.9y,no,yes,no,cellular,may,thu,1,11,1,success,-1.8,92.893,-46.2,1.266,5099.1,0.366666667,1,1,7622
53.0,technician,divorced,high.school,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,1,7623
26.0,unemployed,married,high.school,no,yes,no,cellular,jul,fri,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,999.0,0,1,7624
33.0,admin.,married,,no,no,no,cellular,sep,mon,3,999,0,nonexistent,-1.1,94.199,-37.5,0.882,4963.6,999.0,0,1,7625
49.0,technician,divorced,,no,yes,no,cellular,jul,mon,3,15,1,success,-1.7,94.215,-40.3,0.87,4991.6,0.5,2,1,7626
33.0,admin.,married,,no,yes,no,cellular,nov,tue,2,3,3,success,-3.4,92.649,-30.1,0.715,5017.5,0.1,0,1,7627
48.0,admin.,married,university.degree,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.749,-34.6,0.644,5008.7,999.0,0,1,7628
37.0,blue-collar,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,7629
36.0,services,single,high.school,no,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1,7630
34.0,technician,single,,no,no,no,cellular,aug,mon,3,6,3,success,-1.7,94.027,-38.3,0.896,4991.6,0.2,3,1,7631
24.0,admin.,single,high.school,no,no,no,cellular,jun,thu,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,999.0,2,1,7632
48.0,admin.,divorced,university.degree,no,no,no,cellular,may,,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999.0,0,1,7633
33.0,blue-collar,single,professional.course,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,7634
,management,married,university.degree,unknown,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1,7635
,admin.,single,professional.course,no,yes,yes,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,999.0,0,1,7636
31.0,self-employed,married,university.degree,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999.0,4,1,7637
30.0,admin.,single,high.school,no,no,yes,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,1,7638
64.0,retired,divorced,basic.4y,no,yes,yes,telephone,sep,fri,2,6,2,success,-1.1,94.199,-37.5,0.878,4963.6,0.2,4,1,7639
39.0,admin.,married,university.degree,no,no,no,telephone,may,mon,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1,7640
76.0,management,married,unknown,no,no,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.803,5017.5,999.0,0,1,7641
41.0,blue-collar,married,,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,1,7642
,blue-collar,single,basic.9y,no,yes,yes,cellular,may,thu,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999.0,0,1,7643
47.0,blue-collar,single,,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,7644
51.0,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,1,7645
27.0,admin.,single,unknown,no,no,no,cellular,mar,mon,1,999,3,failure,-1.8,93.369,-34.8,0.639,5008.7,999.0,3,1,7646
33.0,admin.,married,university.degree,no,yes,no,cellular,sep,thu,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,999.0,0,1,7647
,admin.,single,university.degree,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,999.0,0,1,7648
35.0,services,single,,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,999.0,0,1,7649
27.0,admin.,married,university.degree,no,no,no,cellular,aug,thu,3,6,1,success,-1.7,94.027,-38.3,0.899,4991.6,0.2,4,1,7650
27.0,services,single,university.degree,no,yes,no,cellular,mar,mon,1,6,1,success,-1.8,93.369,-34.8,0.652,5008.7,0.2,4,1,7651
32.0,technician,married,,no,no,no,cellular,sep,wed,1,6,5,success,-1.1,94.199,-37.5,0.879,4963.6,0.2,5,1,7652
27.0,admin.,single,,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,999.0,0,1,7653
36.0,blue-collar,married,high.school,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1,7654
30.0,blue-collar,married,high.school,no,no,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,999.0,0,1,7655
38.0,admin.,married,,no,yes,no,cellular,aug,mon,1,6,2,failure,-2.9,92.201,-31.4,0.821,5076.2,0.2,4,1,7656
,admin.,divorced,,no,yes,no,cellular,aug,fri,1,4,3,failure,-1.7,94.027,-38.3,0.905,4991.6,0.133333333,3,1,7657
33.0,unemployed,married,,no,yes,yes,cellular,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,999.0,0,1,7658
22.0,student,single,high.school,no,yes,no,cellular,oct,tue,1,6,1,success,-3.4,92.431,-26.9,0.742,5017.5,0.2,3,1,7659
42.0,admin.,married,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999.0,0,1,7660
,unknown,married,unknown,no,yes,no,cellular,jun,thu,2,4,2,success,-1.7,94.055,-39.8,0.729,4991.6,0.133333333,2,1,7661
50.0,technician,married,professional.course,no,yes,no,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,1,7662
78.0,retired,divorced,unknown,no,no,no,cellular,jun,,4,999,0,nonexistent,-1.7,94.055,-39.8,0.729,4991.6,999.0,0,1,7663
,admin.,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,1,7664
,technician,single,,no,yes,no,cellular,jun,mon,6,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6,999.0,0,1,7665
50.0,entrepreneur,divorced,university.degree,no,yes,no,telephone,oct,tue,7,11,2,success,-1.1,94.601,-49.5,1.008,4963.6,0.366666667,8,1,7666
24.0,unknown,single,,no,no,no,cellular,jun,tue,1,3,2,success,-2.9,92.963,-40.8,1.262,5076.2,0.1,2,1,7667
,admin.,married,,no,no,no,cellular,may,,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999.0,3,1,7668
67.0,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,0.2,2,1,7669
34.0,admin.,single,,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,999.0,0,1,7670
32.0,technician,single,,no,yes,yes,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,1,7671
35.0,technician,married,,no,no,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,999.0,0,1,7672
82.0,retired,divorced,basic.4y,no,yes,no,cellular,sep,thu,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,999.0,0,1,7673
32.0,unemployed,single,,no,yes,yes,cellular,jun,,1,999,0,nonexistent,-1.7,94.055,-39.8,0.704,4991.6,999.0,0,1,7674
,admin.,single,,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999.0,0,1,7675
39.0,admin.,married,university.degree,no,no,no,cellular,apr,,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,7676
77.0,retired,divorced,,no,yes,no,cellular,mar,tue,1,999,0,nonexistent,-1.8,92.843,-50.0,1.614,5099.1,999.0,0,1,7677
31.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,1,7678
,blue-collar,married,,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999.0,0,1,7679
53.0,admin.,married,,no,no,no,cellular,jul,tue,1,999,1,failure,-2.9,92.469,-33.6,1.044,5076.2,999.0,1,1,7680
54.0,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,2,6,2,success,-1.8,92.893,-46.2,1.266,5099.1,0.2,4,1,7681
35.0,management,married,university.degree,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,7682
48.0,admin.,divorced,,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,999.0,0,1,7683
30.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999.0,0,1,7684
31.0,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,999.0,0,1,7685
48.0,technician,single,professional.course,no,yes,no,cellular,apr,tue,3,999,0,nonexistent,-1.8,93.749,-34.6,0.646,5008.7,999.0,0,1,7686
65.0,retired,single,university.degree,no,no,no,cellular,nov,,1,999,2,failure,-3.4,92.649,-30.1,0.714,5017.5,999.0,2,1,7687
,unemployed,married,,no,yes,yes,cellular,aug,thu,4,4,2,success,-2.9,92.201,-31.4,0.883,5076.2,0.133333333,4,1,7688
38.0,self-employed,married,,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,999.0,0,1,7689
31.0,self-employed,married,university.degree,no,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,1,7690
28.0,admin.,single,high.school,no,no,no,cellular,apr,,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,7691
55.0,unemployed,married,basic.9y,no,no,no,cellular,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,999.0,0,1,7692
70.0,admin.,married,basic.4y,no,no,no,cellular,sep,tue,1,999,2,failure,-3.4,92.379,-29.8,0.77,5017.5,999.0,0,1,7693
30.0,blue-collar,married,,no,yes,no,telephone,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999.0,0,1,7694
,admin.,married,university.degree,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,999.0,0,1,7695
29.0,technician,single,professional.course,no,yes,no,cellular,jun,wed,2,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,0.2,5,1,7696
,blue-collar,single,basic.9y,no,no,yes,cellular,jul,fri,1,999,0,nonexistent,-1.7,94.215,-40.3,0.79,4991.6,999.0,0,1,7697
,admin.,married,,no,unknown,unknown,cellular,jul,tue,1,3,1,success,-1.7,94.215,-40.3,0.835,4991.6,0.1,1,1,7698
32.0,admin.,married,high.school,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999.0,0,1,7699
86.0,retired,married,unknown,unknown,yes,no,cellular,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.877,4963.6,999.0,0,1,7700
56.0,blue-collar,married,basic.4y,unknown,yes,no,cellular,dec,tue,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,0.2,2,1,7701
31.0,student,single,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,999.0,0,1,7702
,admin.,single,,no,no,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,7703
43.0,self-employed,married,,no,yes,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,93.369,-34.8,0.651,5008.7,999.0,0,1,7704
40.0,admin.,divorced,,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,1,7705
34.0,blue-collar,married,,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,1,7706
58.0,services,married,high.school,no,no,no,cellular,mar,mon,2,3,1,success,-1.8,93.369,-34.8,0.635,5008.7,0.1,0,1,7707
59.0,unemployed,married,basic.9y,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,999.0,0,1,7708
48.0,entrepreneur,married,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,999.0,0,1,7709
,services,married,,no,yes,yes,cellular,apr,,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,7710
39.0,blue-collar,married,basic.9y,no,no,no,telephone,oct,fri,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,999.0,0,1,7711
,admin.,single,high.school,no,yes,no,cellular,jul,tue,3,6,1,success,-1.7,94.215,-40.3,0.835,4991.6,0.2,0,1,7712
,retired,married,university.degree,no,no,no,cellular,jul,mon,2,12,1,success,-1.7,94.215,-40.3,0.889,4991.6,0.4,0,1,7713
46.0,admin.,married,university.degree,no,no,no,telephone,may,thu,3,999,0,nonexistent,-1.8,93.876,-40.0,0.692,5008.7,999.0,0,1,7714
32.0,unknown,single,professional.course,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,1,7715
49.0,services,married,high.school,no,no,no,cellular,jun,tue,4,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,999.0,0,1,7716
29.0,technician,married,high.school,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,1,7717
25.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,999.0,0,1,7718
80.0,retired,married,,no,no,no,telephone,jul,,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,999.0,0,1,7719
64.0,housemaid,married,unknown,no,yes,no,telephone,may,,3,999,0,nonexistent,-1.8,93.876,-40.0,0.697,5008.7,999.0,0,1,7720
35.0,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,1,6,2,success,-1.7,94.215,-40.3,0.889,4991.6,0.2,6,1,7721
22.0,student,single,basic.9y,no,no,no,cellular,oct,fri,1,999,1,failure,-3.4,92.431,-26.9,0.73,5017.5,999.0,0,1,7722
53.0,management,married,university.degree,no,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,1,7723
31.0,technician,single,university.degree,no,no,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,999.0,0,1,7724
24.0,blue-collar,single,,no,no,no,cellular,oct,,1,3,1,success,-1.1,94.601,-49.5,1.025,4963.6,0.1,0,1,7725
43.0,services,married,,no,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999.0,0,1,7726
29.0,admin.,single,,no,yes,yes,cellular,nov,,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,999.0,0,1,7727
,admin.,married,university.degree,no,yes,no,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,4.912,5195.8,999.0,0,1,7728
,self-employed,single,university.degree,no,yes,yes,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,999.0,0,1,7729
45.0,admin.,married,unknown,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999.0,0,1,7730
61.0,admin.,married,,no,yes,no,cellular,nov,wed,1,21,5,failure,-1.1,94.767,-50.8,1.044,4963.6,0.7,5,1,7731
29.0,admin.,married,high.school,no,yes,no,cellular,jun,wed,1,999,1,failure,-1.7,94.055,-39.8,0.727,4991.6,999.0,3,1,7732
35.0,admin.,single,,no,unknown,unknown,cellular,may,fri,2,10,1,success,-1.8,92.893,-46.2,1.313,5099.1,0.333333333,2,1,7733
,technician,married,,no,no,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0.066666667,1,1,7734
28.0,blue-collar,single,high.school,no,yes,no,telephone,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,999.0,0,1,7735
29.0,admin.,single,university.degree,no,no,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,1,7736
50.0,entrepreneur,married,professional.course,unknown,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,1,7737
46.0,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1,7738
26.0,admin.,single,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,7739
28.0,self-employed,married,professional.course,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.72,5017.5,999.0,0,1,7740
22.0,blue-collar,single,basic.6y,unknown,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,999.0,0,1,7741
,technician,married,professional.course,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999.0,0,1,7742
,technician,married,,no,yes,no,cellular,mar,tue,2,6,2,success,-1.8,93.369,-34.8,0.655,5008.7,0.2,2,1,7743
33.0,technician,single,high.school,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999.0,0,1,7744
58.0,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,999.0,0,1,7745
,student,single,university.degree,no,no,yes,cellular,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,999.0,0,1,7746
32.0,admin.,single,university.degree,no,yes,no,cellular,jun,mon,1,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999.0,0,1,7747
,technician,single,university.degree,no,yes,no,cellular,sep,fri,4,10,3,success,-1.1,94.199,-37.5,0.879,4963.6,0.333333333,3,1,7748
,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999.0,0,1,7749
32.0,management,single,university.degree,no,no,yes,cellular,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.584,5099.1,999.0,0,1,7750
,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999.0,0,1,7751
44.0,technician,divorced,professional.course,no,yes,no,cellular,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999.0,0,1,7752
48.0,housemaid,married,professional.course,no,yes,no,cellular,jul,wed,2,6,2,success,-1.7,94.215,-40.3,0.896,4991.6,0.2,0,1,7753
33.0,management,married,university.degree,no,yes,no,telephone,mar,thu,1,999,0,nonexistent,-1.8,92.843,-50.0,1.757,5099.1,999.0,0,1,7754
41.0,technician,divorced,university.degree,no,yes,no,cellular,aug,fri,2,6,3,success,-1.7,94.027,-38.3,0.905,4991.6,0.2,9,1,7755
,admin.,married,university.degree,no,no,no,cellular,aug,tue,3,6,1,success,-2.9,92.201,-31.4,0.883,5076.2,0.2,2,1,7756
43.0,blue-collar,married,basic.4y,no,yes,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999.0,2,1,7757
,retired,married,university.degree,no,no,no,cellular,nov,fri,1,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,0.1,12,1,7758
35.0,admin.,married,high.school,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999.0,0,1,7759
42.0,management,married,basic.6y,no,yes,no,telephone,sep,,3,999,0,nonexistent,-3.4,92.379,-29.8,0.778,5017.5,999.0,0,1,7760
31.0,blue-collar,married,basic.6y,unknown,no,no,cellular,may,thu,1,6,1,success,-1.8,92.893,-46.2,1.266,5099.1,0.2,1,1,7761
31.0,technician,single,high.school,no,yes,yes,cellular,aug,,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999.0,0,1,7762
,technician,married,high.school,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,999.0,0,1,7763
,technician,married,professional.course,no,yes,no,cellular,jun,tue,4,3,1,success,-2.9,92.963,-40.8,1.286,5076.2,0.1,1,1,7764
,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999.0,0,1,7765
35.0,admin.,married,,no,yes,no,telephone,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,999.0,0,1,7766
,admin.,single,,no,yes,no,telephone,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,999.0,0,1,7767
44.0,blue-collar,divorced,,unknown,no,no,cellular,may,,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999.0,0,1,7768
54.0,services,divorced,,no,yes,no,cellular,oct,wed,3,999,2,failure,-1.1,94.601,-49.5,1.016,4963.6,999.0,4,1,7769
44.0,self-employed,divorced,professional.course,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-1.7,94.055,-39.8,0.742,4991.6,999.0,0,1,7770
65.0,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,1,3,3,success,-1.1,94.601,-49.5,0.985,4963.6,0.1,6,1,7771
32.0,admin.,single,,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,999.0,0,1,7772
,admin.,married,high.school,no,no,yes,cellular,aug,,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0.133333333,4,1,7773
,technician,single,professional.course,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999.0,0,1,7774
31.0,technician,married,professional.course,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999.0,0,1,7775
21.0,student,single,,no,yes,no,cellular,jul,thu,1,13,2,failure,-1.7,94.215,-40.3,0.81,4991.6,0.433333333,4,1,7776
35.0,admin.,single,,no,yes,no,cellular,jul,,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,1,7777
30.0,technician,single,university.degree,no,unknown,unknown,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999.0,0,1,7778
,blue-collar,single,high.school,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999.0,0,1,7779
62.0,retired,married,,unknown,no,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,999.0,0,1,7780
